price,year,condition,cylinders,fuel,odometer,transmission,size,type
11999,2014,excellent,4 cylinders,gas,105,automatic,full-size,wagon
13400,2018,good,4 cylinders,gas,42345,automatic,full-size,sedan
12995,2017,excellent,4 cylinders,gas,44973,automatic,compact,sedan
6988,2008,excellent,4 cylinders,gas,82808,automatic,compact,sedan
17900,2017,excellent,6 cylinders,gas,27000,automatic,mid-size,sedan
8990,2014,like new,4 cylinders,gas,0,automatic,mid-size,sedan
10990,2013,like new,4 cylinders,gas,73000,automatic,full-size,sedan
5950,2012,good,4 cylinders,gas,73125,automatic,compact,hatchback
1995,2005,excellent,4 cylinders,gas,82691,manual,mid-size,hatchback
14980,2017,excellent,6 cylinders,gas,81235,automatic,mid-size,sedan
21995,2015,excellent,6 cylinders,gas,93078,automatic,full-size,sedan
3995,2007,excellent,4 cylinders,gas,92940,automatic,mid-size,sedan
23995,2017,excellent,4 cylinders,gas,26064,automatic,full-size,sedan
4800,2009,excellent,4 cylinders,gas,87400,automatic,compact,sedan
16200,2017,excellent,4 cylinders,gas,39104,automatic,mid-size,sedan
27999,2017,excellent,4 cylinders,gas,24500,manual,compact,coupe
9500,2011,like new,4 cylinders,gas,80000,automatic,compact,sedan
12999,2014,excellent,4 cylinders,gas,74670,automatic,mid-size,sedan
9800,2014,excellent,4 cylinders,gas,44202,automatic,compact,sedan
16700,2017,excellent,6 cylinders,gas,23000,automatic,compact,sedan
6995,2016,excellent,4 cylinders,gas,46217,automatic,compact,sedan
6995,2014,excellent,4 cylinders,gas,41775,manual,mid-size,hatchback
8995,2015,excellent,4 cylinders,gas,96767,automatic,mid-size,wagon
1195,2013,good,4 cylinders,gas,95756,automatic,mid-size,sedan
12995,2012,good,6 cylinders,gas,61490,automatic,mid-size,coupe
8700,2015,excellent,4 cylinders,gas,58000,automatic,compact,sedan
15500,2016,good,4 cylinders,gas,74615,automatic,mid-size,sedan
18995,2012,excellent,6 cylinders,gas,41313,automatic,full-size,sedan
7700,2009,excellent,4 cylinders,gas,97886,automatic,compact,sedan
10500,2015,excellent,4 cylinders,gas,64953,automatic,mid-size,sedan
8200,2011,good,4 cylinders,gas,69500,automatic,compact,coupe
12500,2017,good,4 cylinders,gas,88000,automatic,full-size,sedan
29995,2015,excellent,6 cylinders,gas,58248,automatic,full-size,sedan
27999,2017,excellent,4 cylinders,gas,24500,manual,compact,coupe
18500,2016,excellent,4 cylinders,gas,56128,automatic,full-size,sedan
25300,2018,excellent,4 cylinders,gas,30526,automatic,mid-size,wagon
16500,2015,excellent,4 cylinders,gas,74000,automatic,mid-size,coupe
1000,2014,like new,4 cylinders,gas,18504,automatic,full-size,sedan
10351,2015,like new,4 cylinders,gas,51733,automatic,mid-size,hatchback
3500,2004,good,6 cylinders,gas,150,automatic,compact,coupe
4761,2004,excellent,4 cylinders,gas,98273,automatic,mid-size,sedan
13451,2017,like new,4 cylinders,gas,61109,automatic,full-size,sedan
7390,2008,good,4 cylinders,gas,85570,manual,compact,sedan
4781,2008,good,4 cylinders,gas,85994,automatic,compact,sedan
6699,2009,excellent,4 cylinders,gas,86000,automatic,mid-size,hatchback
28900,2015,excellent,6 cylinders,gas,49100,automatic,full-size,sedan
10000,2012,excellent,4 cylinders,gas,81232,automatic,mid-size,sedan
16499,2018,excellent,4 cylinders,gas,19383,automatic,compact,hatchback
10500,2009,like new,6 cylinders,gas,82740,automatic,mid-size,coupe
3955,2003,excellent,4 cylinders,gas,127,automatic,mid-size,sedan
6729,2006,excellent,4 cylinders,gas,118,automatic,mid-size,sedan
16733,2019,excellent,4 cylinders,gas,40381,automatic,mid-size,sedan
3849,2002,excellent,4 cylinders,gas,161,automatic,mid-size,sedan
4399,2002,excellent,6 cylinders,gas,175,automatic,mid-size,sedan
3729,2003,excellent,4 cylinders,gas,166,automatic,mid-size,sedan
16889,2018,excellent,4 cylinders,gas,39567,automatic,mid-size,sedan
4000,2013,excellent,4 cylinders,gas,98000,automatic,compact,hatchback
16999,2017,excellent,4 cylinders,gas,30031,automatic,mid-size,sedan
15749,2017,excellent,4 cylinders,gas,44413,automatic,mid-size,sedan
11695,2019,excellent,4 cylinders,gas,27283,automatic,sub-compact,sedan
9195,2015,excellent,4 cylinders,gas,84535,automatic,full-size,sedan
15995,2019,excellent,4 cylinders,gas,3872,automatic,mid-size,sedan
1500,2014,like new,4 cylinders,gas,53000,automatic,full-size,sedan
7995,2011,excellent,4 cylinders,gas,87390,automatic,compact,coupe
9800,2017,excellent,4 cylinders,gas,44419,automatic,compact,sedan
15500,2017,excellent,4 cylinders,gas,38200,automatic,mid-size,sedan
10495,2011,excellent,4 cylinders,gas,80549,automatic,full-size,sedan
17995,2018,excellent,4 cylinders,gas,40825,automatic,full-size,sedan
13995,2018,excellent,4 cylinders,gas,25310,automatic,mid-size,sedan
11900,2012,excellent,4 cylinders,gas,55801,automatic,full-size,sedan
14997,2017,excellent,4 cylinders,gas,42997,automatic,mid-size,sedan
14997,2015,excellent,4 cylinders,diesel,46719,automatic,mid-size,sedan
16997,2013,like new,6 cylinders,gas,41029,automatic,mid-size,sedan
8250,2012,excellent,4 cylinders,gas,94753,automatic,mid-size,sedan
17995,2020,good,4 cylinders,gas,14878,automatic,mid-size,sedan
16777,2018,excellent,4 cylinders,gas,50123,automatic,full-size,sedan
14000,2011,good,6 cylinders,gas,52000,automatic,mid-size,sedan
6750,2009,excellent,4 cylinders,gas,72000,automatic,mid-size,sedan
3200,2008,good,4 cylinders,gas,83000,manual,compact,sedan
5999,2017,good,4 cylinders,gas,97930,automatic,compact,sedan
16988,2016,good,4 cylinders,gas,84619,automatic,compact,hatchback
6485,2018,excellent,4 cylinders,gas,55000,automatic,compact,sedan
12988,2016,good,4 cylinders,gas,79994,automatic,compact,sedan
8988,2014,good,4 cylinders,gas,67233,automatic,compact,sedan
11905,2016,good,4 cylinders,gas,20934,automatic,compact,hatchback
1500,2014,like new,4 cylinders,gas,18504,automatic,full-size,sedan
1000,2014,like new,4 cylinders,gas,38038,automatic,mid-size,sedan
13988,2016,good,4 cylinders,gas,67849,automatic,compact,sedan
12901,2014,good,4 cylinders,gas,61551,automatic,compact,sedan
13997,2013,excellent,4 cylinders,gas,89939,automatic,compact,sedan
15997,2015,excellent,4 cylinders,gas,38969,automatic,mid-size,sedan
12988,2016,good,4 cylinders,gas,36164,automatic,compact,wagon
18997,2014,excellent,4 cylinders,gas,70669,automatic,mid-size,sedan
7995,2013,good,4 cylinders,gas,48337,automatic,compact,hatchback
11988,2014,good,4 cylinders,gas,86902,automatic,compact,sedan
23400,2019,new,4 cylinders,gas,9800,automatic,full-size,sedan
34801,2003,excellent,4 cylinders,gas,34801,automatic,mid-size,sedan
17900,2013,excellent,4 cylinders,gas,41000,manual,mid-size,coupe
14990,2016,excellent,4 cylinders,gas,57000,automatic,compact,hatchback
16229,2017,excellent,4 cylinders,gas,83868,automatic,mid-size,wagon
1600,2007,good,4 cylinders,gas,13600,automatic,compact,sedan
3000,2010,good,4 cylinders,gas,79000,automatic,compact,sedan
20250,2020,new,4 cylinders,gas,505,automatic,mid-size,sedan
1000,2016,like new,4 cylinders,gas,19432,automatic,full-size,sedan
1000,2019,like new,4 cylinders,gas,23080,automatic,mid-size,sedan
13995,2017,good,4 cylinders,gas,50000,automatic,mid-size,sedan
13500,2016,good,4 cylinders,gas,56000,automatic,mid-size,sedan
11488,2015,excellent,4 cylinders,gas,75303,automatic,sub-compact,hatchback
25999,2019,excellent,6 cylinders,gas,17560,automatic,mid-size,coupe
1000,2016,like new,4 cylinders,gas,46254,automatic,full-size,sedan
13995,2015,like new,4 cylinders,gas,47383,automatic,mid-size,sedan
1,2017,excellent,6 cylinders,gas,42255,automatic,mid-size,coupe
1,2019,excellent,4 cylinders,gas,32961,automatic,compact,sedan
9800,2008,like new,6 cylinders,gas,96324,automatic,compact,coupe
12000,2008,excellent,6 cylinders,gas,43000,automatic,full-size,sedan
29500,2014,excellent,6 cylinders,gas,29520,automatic,mid-size,coupe
8995,2011,excellent,4 cylinders,gas,61425,automatic,compact,sedan
18999,2015,good,6 cylinders,gas,83777,automatic,mid-size,coupe
4495,2006,excellent,4 cylinders,gas,61223,automatic,compact,hatchback
9000,2011,excellent,4 cylinders,gas,86100,automatic,full-size,sedan
5295,2012,excellent,4 cylinders,gas,96781,automatic,compact,hatchback
22995,2017,excellent,4 cylinders,gas,50782,automatic,sub-compact,coupe
5850,2013,good,4 cylinders,gas,92600,automatic,sub-compact,hatchback
13500,2013,like new,4 cylinders,gas,22000,automatic,sub-compact,sedan
9488,2012,excellent,4 cylinders,gas,94467,automatic,full-size,sedan
39995,2015,like new,4 cylinders,gas,13500,automatic,compact,sedan
6000,2015,excellent,4 cylinders,gas,63000,manual,compact,sedan
36000,2017,like new,6 cylinders,gas,3050,automatic,full-size,sedan
7895,2016,good,4 cylinders,gas,90393,automatic,compact,hatchback
8470,2016,good,4 cylinders,gas,78603,automatic,mid-size,sedan
6300,2002,excellent,4 cylinders,gas,55232,automatic,compact,coupe
19995,2016,excellent,6 cylinders,gas,46363,automatic,full-size,sedan
16000,2013,excellent,6 cylinders,gas,80000,automatic,mid-size,sedan
26750,2018,like new,4 cylinders,gas,8203,automatic,compact,hatchback
10995,2014,excellent,4 cylinders,gas,45944,automatic,full-size,sedan
6800,2005,excellent,6 cylinders,gas,81250,automatic,full-size,sedan
11300,2012,excellent,6 cylinders,gas,95000,automatic,compact,sedan
5200,2015,excellent,4 cylinders,gas,76000,automatic,compact,sedan
3700,2007,excellent,4 cylinders,gas,71000,automatic,compact,sedan
4700,2007,good,4 cylinders,gas,99000,automatic,compact,sedan
4995,2006,excellent,6 cylinders,gas,71000,automatic,mid-size,sedan
4500,2006,like new,4 cylinders,gas,149,automatic,compact,sedan
6450,2013,like new,4 cylinders,gas,100,automatic,compact,sedan
12995,2018,like new,4 cylinders,gas,30557,automatic,mid-size,hatchback
6995,2012,good,4 cylinders,gas,68203,automatic,mid-size,sedan
8895,2017,like new,4 cylinders,gas,73464,automatic,compact,sedan
14995,2014,like new,4 cylinders,gas,62960,automatic,full-size,sedan
16395,2014,excellent,6 cylinders,gas,76916,automatic,full-size,sedan
12898,2017,like new,4 cylinders,gas,45482,automatic,compact,sedan
8590,2013,like new,4 cylinders,gas,56000,automatic,mid-size,hatchback
16202,2019,excellent,4 cylinders,gas,45423,automatic,full-size,sedan
16500,2015,like new,6 cylinders,gas,94000,automatic,mid-size,sedan
11500,2013,like new,4 cylinders,gas,80500,automatic,mid-size,sedan
6995,2015,good,4 cylinders,gas,46000,automatic,sub-compact,hatchback
10900,2012,excellent,6 cylinders,gas,88000,automatic,compact,sedan
6200,2015,excellent,4 cylinders,gas,92872,automatic,compact,hatchback
5500,2006,good,4 cylinders,gas,167,automatic,full-size,sedan
5999,2002,excellent,6 cylinders,gas,70070,automatic,full-size,sedan
12000,2017,good,4 cylinders,gas,27380,automatic,compact,sedan
6400,2010,excellent,4 cylinders,gas,69521,automatic,mid-size,hatchback
3400,2007,excellent,4 cylinders,gas,69000,automatic,mid-size,coupe
8998,2003,good,6 cylinders,gas,77205,manual,compact,hatchback
3900,2006,good,4 cylinders,gas,108,automatic,mid-size,sedan
17500,2013,good,4 cylinders,gas,49222,manual,mid-size,coupe
17500,2017,like new,4 cylinders,gas,4500,automatic,mid-size,sedan
12000,2014,excellent,4 cylinders,gas,68000,automatic,mid-size,sedan
7900,2006,excellent,6 cylinders,gas,91191,automatic,full-size,sedan
5995,2007,good,6 cylinders,gas,73535,automatic,mid-size,sedan
7400,2013,excellent,4 cylinders,gas,78211,automatic,mid-size,sedan
12995,2017,excellent,4 cylinders,gas,35000,automatic,compact,sedan
14000,2016,like new,4 cylinders,gas,20000,automatic,compact,sedan
6800,2013,excellent,4 cylinders,gas,97000,automatic,mid-size,sedan
1995,2001,good,4 cylinders,gas,14000,automatic,mid-size,sedan
2500,2006,good,4 cylinders,gas,57150,manual,compact,hatchback
5800,2007,good,4 cylinders,gas,153,automatic,mid-size,sedan
12500,2014,excellent,4 cylinders,gas,96700,automatic,mid-size,sedan
3750,2001,excellent,4 cylinders,gas,83000,automatic,compact,sedan
14999,2010,excellent,6 cylinders,gas,47445,automatic,compact,sedan
17500,2014,excellent,4 cylinders,gas,71495,manual,compact,sedan
9500,2012,excellent,4 cylinders,gas,77026,manual,sub-compact,coupe
20999,2015,excellent,4 cylinders,gas,79156,automatic,sub-compact,coupe
17500,2016,excellent,6 cylinders,gas,78662,automatic,mid-size,sedan
8500,2011,excellent,4 cylinders,gas,58942,automatic,mid-size,sedan
580,2019,like new,4 cylinders,gas,9562,automatic,full-size,sedan
15999,2013,excellent,6 cylinders,gas,76337,automatic,full-size,sedan
5495,2008,excellent,6 cylinders,gas,63005,automatic,mid-size,sedan
35000,2017,like new,6 cylinders,gas,10280,automatic,compact,coupe
7500,2008,excellent,6 cylinders,gas,54530,automatic,full-size,sedan
11999,2014,excellent,4 cylinders,gas,74696,automatic,mid-size,sedan
12750,2012,good,6 cylinders,gas,74834,automatic,mid-size,sedan
4650,2004,excellent,4 cylinders,gas,183,automatic,compact,sedan
1850,2003,fair,6 cylinders,gas,86000,automatic,full-size,sedan
23498,2015,excellent,6 cylinders,gas,33039,automatic,full-size,sedan
13900,2017,excellent,4 cylinders,gas,76000,automatic,full-size,sedan
13498,2013,good,4 cylinders,diesel,45987,automatic,mid-size,sedan
19498,2018,good,4 cylinders,gas,67518,automatic,full-size,sedan
7600,2012,excellent,4 cylinders,gas,71501,automatic,full-size,sedan
16498,2017,good,4 cylinders,gas,92659,automatic,mid-size,wagon
14500,2012,excellent,6 cylinders,gas,82507,automatic,full-size,sedan
11498,2016,good,4 cylinders,gas,95299,automatic,mid-size,wagon
15498,2018,good,4 cylinders,gas,89536,automatic,mid-size,sedan
6350,2016,excellent,4 cylinders,gas,44102,automatic,compact,sedan
7300,2019,excellent,4 cylinders,gas,17699,automatic,compact,sedan
18000,2017,like new,4 cylinders,gas,29500,automatic,mid-size,hatchback
25000,2016,excellent,4 cylinders,gas,60000,manual,mid-size,sedan
15998,2016,good,4 cylinders,gas,30420,automatic,full-size,sedan
11998,2012,good,6 cylinders,gas,93854,automatic,full-size,sedan
16498,2017,good,4 cylinders,gas,92697,automatic,full-size,wagon
13998,2014,good,6 cylinders,gas,62122,automatic,full-size,sedan
16498,2018,good,4 cylinders,gas,99195,automatic,full-size,wagon
16498,2017,good,4 cylinders,gas,92659,automatic,full-size,wagon
20950,2017,like new,6 cylinders,gas,84909,automatic,full-size,wagon
9100,2016,excellent,4 cylinders,gas,71000,automatic,compact,sedan
6300,2013,good,4 cylinders,gas,73301,automatic,compact,sedan
7500,2011,excellent,4 cylinders,gas,62000,manual,sub-compact,sedan
15998,2017,good,4 cylinders,gas,80231,automatic,mid-size,hatchback
10998,2015,good,4 cylinders,gas,52500,automatic,full-size,sedan
19200,2015,excellent,4 cylinders,gas,43200,automatic,compact,coupe
10995,2011,excellent,4 cylinders,gas,22000,automatic,full-size,wagon
1900,2004,good,4 cylinders,gas,120,automatic,compact,sedan
9410,2009,excellent,4 cylinders,gas,88411,automatic,mid-size,wagon
2500,2007,good,6 cylinders,gas,130,automatic,mid-size,sedan
9895,2007,excellent,6 cylinders,gas,58000,automatic,full-size,sedan
19800,2016,like new,4 cylinders,gas,63000,automatic,mid-size,sedan
13500,2014,excellent,4 cylinders,gas,43800,automatic,mid-size,hatchback
12900,2012,like new,4 cylinders,gas,72000,automatic,mid-size,sedan
12900,2016,excellent,4 cylinders,gas,33000,automatic,compact,hatchback
23000,2014,excellent,6 cylinders,gas,42000,automatic,full-size,sedan
15995,2018,like new,4 cylinders,gas,22000,automatic,mid-size,sedan
4950,2016,good,4 cylinders,gas,48000,automatic,full-size,sedan
12990,2017,excellent,6 cylinders,gas,38877,automatic,full-size,sedan
16500,2015,excellent,4 cylinders,gas,58643,automatic,mid-size,hatchback
13988,2017,excellent,4 cylinders,gas,65458,automatic,compact,hatchback
17000,2016,excellent,4 cylinders,gas,27000,automatic,sub-compact,hatchback
4500,2012,good,4 cylinders,gas,48000,automatic,compact,hatchback
9999,2011,like new,6 cylinders,gas,93400,automatic,compact,coupe
19500,2011,good,4 cylinders,gas,66792,manual,compact,sedan
11999,2013,excellent,4 cylinders,gas,52000,automatic,mid-size,hatchback
17889,2019,good,4 cylinders,gas,22937,automatic,full-size,sedan
12995,2017,excellent,4 cylinders,gas,37812,automatic,compact,sedan
14500,2016,like new,4 cylinders,gas,31613,automatic,compact,hatchback
3995,2008,excellent,4 cylinders,gas,0,manual,mid-size,sedan
5000,2007,good,6 cylinders,gas,98000,manual,compact,coupe
9800,2013,excellent,6 cylinders,gas,147,automatic,full-size,wagon
3550,2005,good,4 cylinders,gas,98000,manual,compact,coupe
20900,2019,excellent,4 cylinders,gas,14442,automatic,mid-size,hatchback
2690,2007,excellent,4 cylinders,gas,58600,automatic,mid-size,sedan
13400,2016,excellent,4 cylinders,gas,89076,automatic,compact,hatchback
6100,2013,excellent,4 cylinders,gas,39078,automatic,compact,coupe
6500,2014,excellent,4 cylinders,gas,93519,manual,compact,hatchback
9999,2011,good,4 cylinders,gas,64228,automatic,mid-size,sedan
11300,2019,excellent,4 cylinders,gas,51000,automatic,compact,sedan
13999,2013,good,4 cylinders,gas,79576,automatic,full-size,sedan
12000,2014,excellent,6 cylinders,gas,55670,automatic,full-size,sedan
22999,2016,excellent,6 cylinders,gas,63590,automatic,full-size,sedan
18500,2018,excellent,4 cylinders,gas,25000,manual,full-size,wagon
4995,2002,excellent,4 cylinders,gas,65098,automatic,compact,sedan
3250,2010,good,4 cylinders,gas,94000,automatic,sub-compact,hatchback
3500,2002,excellent,6 cylinders,gas,159,automatic,full-size,sedan
7500,2008,excellent,4 cylinders,gas,89000,automatic,mid-size,sedan
1200,2003,fair,6 cylinders,gas,89500,automatic,full-size,sedan
9995,2015,like new,4 cylinders,gas,72674,automatic,mid-size,hatchback
11995,2017,like new,4 cylinders,gas,20193,manual,mid-size,sedan
12995,2018,like new,4 cylinders,gas,27751,automatic,mid-size,sedan
5100,2007,excellent,6 cylinders,gas,51700,manual,full-size,sedan
3895,2010,like new,4 cylinders,gas,200,automatic,compact,hatchback
7500,2011,excellent,4 cylinders,gas,95311,automatic,mid-size,sedan
10200,2012,excellent,4 cylinders,gas,88800,automatic,full-size,sedan
10385,2012,excellent,4 cylinders,gas,99896,manual,mid-size,sedan
12788,2014,good,4 cylinders,gas,78509,automatic,compact,hatchback
8200,2017,excellent,4 cylinders,gas,81000,automatic,compact,sedan
8400,2015,excellent,4 cylinders,gas,98908,automatic,full-size,wagon
11900,2015,good,6 cylinders,gas,97446,automatic,full-size,coupe
6950,2004,good,6 cylinders,gas,88000,automatic,mid-size,sedan
10500,2009,like new,6 cylinders,gas,82295,automatic,mid-size,coupe
19995,2014,like new,6 cylinders,gas,20750,automatic,mid-size,coupe
6600,2015,good,4 cylinders,gas,69000,manual,compact,sedan
18585,2017,excellent,4 cylinders,gas,34786,automatic,mid-size,wagon
14276,2015,excellent,4 cylinders,gas,40951,automatic,full-size,sedan
13544,2019,excellent,4 cylinders,gas,31964,automatic,compact,wagon
7200,2005,excellent,6 cylinders,gas,57000,manual,compact,coupe
17733,2016,excellent,6 cylinders,gas,29965,automatic,full-size,sedan
15995,2015,like new,4 cylinders,gas,52121,automatic,mid-size,sedan
12999,2015,excellent,4 cylinders,gas,50728,automatic,mid-size,coupe
16500,2017,like new,4 cylinders,gas,18000,automatic,full-size,sedan
12995,2017,excellent,4 cylinders,gas,29858,automatic,compact,sedan
4500,2008,excellent,4 cylinders,gas,92000,automatic,mid-size,wagon
3200,2004,excellent,6 cylinders,gas,44250,automatic,mid-size,sedan
19500,2016,good,4 cylinders,gas,44512,automatic,mid-size,sedan
8500,2015,excellent,4 cylinders,gas,89000,automatic,compact,sedan
6995,2012,good,4 cylinders,gas,52370,automatic,mid-size,sedan
14999,2015,excellent,4 cylinders,diesel,67336,automatic,mid-size,sedan
21500,2016,like new,4 cylinders,gas,68000,automatic,mid-size,wagon
14495,2015,like new,4 cylinders,gas,99735,automatic,compact,hatchback
27999,2015,excellent,4 cylinders,gas,81068,manual,mid-size,sedan
18999,2018,excellent,4 cylinders,gas,57897,automatic,mid-size,sedan
9800,2013,like new,4 cylinders,gas,77000,automatic,mid-size,sedan
6995,2018,like new,4 cylinders,gas,23950,automatic,full-size,sedan
7990,2010,excellent,6 cylinders,gas,81195,automatic,compact,sedan
12500,2012,like new,6 cylinders,gas,77000,automatic,full-size,coupe
11798,2015,like new,4 cylinders,gas,93289,automatic,mid-size,sedan
9495,2015,excellent,4 cylinders,gas,82464,automatic,compact,sedan
25999,2019,excellent,6 cylinders,gas,17560,automatic,mid-size,coupe
5200,2002,excellent,4 cylinders,gas,76000,manual,sub-compact,coupe
6995,2011,excellent,4 cylinders,gas,84631,automatic,compact,sedan
18995,2014,excellent,6 cylinders,gas,98889,automatic,full-size,sedan
13450,2016,like new,4 cylinders,gas,25000,automatic,mid-size,coupe
11281,2014,excellent,4 cylinders,gas,27082,automatic,mid-size,sedan
10500,2011,excellent,4 cylinders,gas,79700,automatic,full-size,sedan
11900,2013,excellent,4 cylinders,gas,87000,automatic,compact,sedan
17990,2013,excellent,4 cylinders,gas,75350,automatic,mid-size,sedan
16798,2017,like new,4 cylinders,gas,36194,automatic,mid-size,sedan
12100,2019,like new,4 cylinders,gas,30620,automatic,mid-size,sedan
11228,2017,like new,4 cylinders,gas,55824,automatic,compact,hatchback
10999,2017,excellent,4 cylinders,gas,63792,automatic,compact,sedan
4950,2005,excellent,4 cylinders,gas,87750,manual,mid-size,sedan
5000,2012,excellent,4 cylinders,gas,140,automatic,compact,sedan
8495,2014,like new,4 cylinders,gas,94869,automatic,mid-size,sedan
4600,2009,good,4 cylinders,gas,90000,automatic,sub-compact,coupe
14500,2016,like new,4 cylinders,gas,31613,automatic,compact,hatchback
8500,2017,excellent,4 cylinders,gas,14500,automatic,compact,hatchback
15900,2014,excellent,4 cylinders,gas,61912,automatic,mid-size,sedan
6990,2012,excellent,4 cylinders,gas,80412,automatic,compact,sedan
7990,2014,excellent,4 cylinders,gas,95034,automatic,compact,sedan
1500,2011,salvage,4 cylinders,gas,67500,automatic,full-size,sedan
7500,2016,excellent,4 cylinders,gas,33000,automatic,sub-compact,hatchback
10999,2016,excellent,4 cylinders,gas,14494,automatic,compact,hatchback
6880,2016,good,4 cylinders,gas,68900,automatic,compact,sedan
17900,2017,excellent,4 cylinders,gas,42200,automatic,mid-size,sedan
15999,2017,like new,4 cylinders,gas,89000,manual,compact,coupe
9500,2018,like new,4 cylinders,gas,12500,manual,compact,sedan
12900,2018,excellent,4 cylinders,gas,16000,automatic,mid-size,sedan
7995,2015,excellent,4 cylinders,gas,92009,automatic,mid-size,sedan
9995,2009,excellent,6 cylinders,gas,63500,automatic,mid-size,coupe
4700,2004,excellent,6 cylinders,gas,54000,automatic,mid-size,sedan
13999,2015,good,4 cylinders,gas,39087,automatic,mid-size,sedan
9999,2011,good,4 cylinders,gas,64228,automatic,mid-size,sedan
9490,2015,good,4 cylinders,gas,89483,automatic,compact,sedan
19995,2015,excellent,6 cylinders,gas,70000,automatic,full-size,sedan
2000,2005,fair,6 cylinders,gas,8530,automatic,mid-size,sedan
25999,2019,excellent,6 cylinders,gas,15710,automatic,mid-size,coupe
25999,2019,excellent,6 cylinders,gas,17560,automatic,mid-size,coupe
6999,2012,excellent,4 cylinders,gas,86500,manual,compact,hatchback
19500,2016,good,4 cylinders,gas,44512,automatic,mid-size,sedan
20500,2019,excellent,4 cylinders,gas,22000,automatic,full-size,sedan
17500,2013,good,4 cylinders,gas,49222,manual,mid-size,coupe
6499,2010,excellent,4 cylinders,gas,124,automatic,full-size,sedan
1000,2001,good,4 cylinders,gas,161,automatic,mid-size,sedan
4495,2008,excellent,4 cylinders,gas,92500,automatic,mid-size,sedan
11500,2017,excellent,4 cylinders,gas,66200,automatic,compact,coupe
7495,2010,excellent,4 cylinders,gas,86691,automatic,full-size,sedan
12000,2014,excellent,4 cylinders,gas,85321,automatic,full-size,sedan
12995,2013,like new,6 cylinders,gas,89700,automatic,full-size,sedan
13995,2015,excellent,4 cylinders,diesel,64489,automatic,full-size,sedan
12995,2018,like new,4 cylinders,gas,30557,automatic,mid-size,hatchback
13995,2013,like new,4 cylinders,gas,40066,manual,mid-size,sedan
14995,2014,like new,4 cylinders,gas,62960,automatic,full-size,sedan
12000,2016,excellent,4 cylinders,gas,69500,automatic,mid-size,sedan
3800,2001,good,4 cylinders,gas,74640,automatic,mid-size,sedan
6595,2007,excellent,4 cylinders,gas,69000,automatic,mid-size,sedan
16500,2018,good,4 cylinders,gas,25100,manual,compact,sedan
5500,2012,good,4 cylinders,gas,96132,automatic,mid-size,sedan
7900,2014,good,4 cylinders,gas,74860,automatic,mid-size,sedan
5500,2015,good,4 cylinders,gas,83517,automatic,mid-size,sedan
7900,2015,good,4 cylinders,gas,95000,automatic,mid-size,sedan
10800,2015,like new,4 cylinders,gas,55000,automatic,compact,sedan
12500,2015,excellent,4 cylinders,gas,72000,automatic,sub-compact,sedan
7495,2014,excellent,4 cylinders,gas,50897,automatic,compact,coupe
9495,2016,excellent,4 cylinders,gas,85442,automatic,full-size,sedan
6995,2016,excellent,4 cylinders,gas,74801,automatic,compact,sedan
6995,2010,excellent,4 cylinders,gas,85000,automatic,mid-size,coupe
8250,2014,good,4 cylinders,gas,65475,automatic,compact,hatchback
6900,2008,good,4 cylinders,gas,93925,manual,compact,hatchback
22995,2020,like new,4 cylinders,gas,17655,automatic,full-size,sedan
10995,2013,like new,4 cylinders,gas,60321,automatic,full-size,wagon
7900,2009,good,4 cylinders,gas,93975,automatic,mid-size,sedan
8400,2012,good,4 cylinders,gas,49850,automatic,mid-size,sedan
16995,2013,excellent,6 cylinders,gas,56192,automatic,full-size,sedan
7900,2016,like new,4 cylinders,gas,67000,automatic,full-size,sedan
6500,2014,excellent,4 cylinders,gas,41000,automatic,full-size,sedan
21995,2015,excellent,6 cylinders,gas,93078,automatic,full-size,sedan
15400,2016,like new,6 cylinders,gas,40232,automatic,mid-size,sedan
21500,2015,excellent,6 cylinders,gas,59900,automatic,full-size,sedan
23995,2017,excellent,4 cylinders,gas,26064,automatic,full-size,sedan
28000,2015,excellent,6 cylinders,gas,49200,automatic,full-size,sedan
11000,2011,like new,4 cylinders,gas,96000,automatic,mid-size,sedan
9300,2015,excellent,4 cylinders,gas,88300,automatic,full-size,sedan
20970,2019,like new,6 cylinders,gas,9000,automatic,full-size,sedan
7999,2011,excellent,4 cylinders,gas,92000,automatic,full-size,sedan
6500,2011,good,4 cylinders,gas,111,automatic,mid-size,sedan
3350,2006,excellent,6 cylinders,gas,160,automatic,full-size,sedan
8000,2008,like new,4 cylinders,gas,90300,manual,full-size,hatchback
12900,2013,excellent,4 cylinders,gas,72960,automatic,compact,hatchback
7200,2013,good,4 cylinders,gas,84400,automatic,mid-size,sedan
2995,2005,excellent,4 cylinders,gas,183,automatic,full-size,wagon
14500,2015,excellent,4 cylinders,gas,92386,automatic,mid-size,wagon
12999,2015,excellent,4 cylinders,gas,50728,automatic,mid-size,coupe
32999,2017,excellent,6 cylinders,gas,28118,automatic,mid-size,coupe
10500,2012,excellent,4 cylinders,gas,90273,automatic,mid-size,sedan
14999,2015,excellent,4 cylinders,diesel,67336,automatic,mid-size,sedan
16900,2015,excellent,6 cylinders,gas,0,automatic,mid-size,coupe
8900,2011,excellent,4 cylinders,gas,0,automatic,mid-size,coupe
21000,2017,excellent,4 cylinders,gas,36000,automatic,full-size,sedan
14900,2012,excellent,6 cylinders,gas,0,manual,mid-size,coupe
15750,2012,excellent,6 cylinders,gas,64000,automatic,compact,coupe
